,Date,Region,Sales Rep,Customer,Product,COGS,Sales
1011,6/4/2005,NorthEast,Chin,Sherman Williams,JZZ Item,7251.87,8240.76
1012,6/2/2005,NorthEast,Sheliadawn,Solar and Wind Inc.,MVG Item,6662.52,9797.83
1013,6/2/2005,NorthEast,Chin,The Economist,FAJ Item,6767.95,9023.93
1014,5/29/2005,NorthEast,Troung,Whole Foods,FII Item,2669.89,4854.34
1015,5/27/2005,NorthEast,Steven,Home Depot,EBJ Item,3352.41,9060.58
1016,5/25/2005,NorthEast,Jon,Google,IXD Item,4315.6,7846.55
1017,5/25/2005,NorthEast,Rhonda,Peet's Coffee,KBP Item,1310.37,2259.26
1018,5/24/2005,NorthEast,Rhonda,Peet's Coffee,YXD Item,3591.28,5281.29
1019,5/21/2005,NorthEast,Jon,Office Depot,UBV Item,1886.9,5099.74
1020,5/21/2005,NorthEast,Jeri,Costco,AAK Item,2149.36,4998.52
1021,5/20/2005,NorthEast,Steven,McLendon's Hardware,VGY Item,3633.72,8450.52
1022,5/19/2005,NorthEast,Jeri,Peet's Coffee,QLL Item,1319.85,2399.72
1023,5/19/2005,NorthEast,Jon,Google,POE Item,589.89,1310.86
1024,5/18/2005,NorthEast,Troung,Office Depot,PAY Item,3795.61,6433.23
1025,5/16/2005,NorthEast,Chin,Google,PQY Item,2887.72,4978.83
1026,5/15/2005,NorthEast,Chin,Sherman Williams,WJE Item,2720.76,2909.9
1027,5/13/2005,NorthEast,Steven,Peet's Coffee,BTJ Item,4431.12,7639.86
1028,5/12/2005,NorthEast,Steven,Solar and Wind Inc.,FPU Item,4937.53,7261.08
1029,5/12/2005,NorthEast,Troung,Costco,XNK Item,366.03,391.48
1030,5/11/2005,NorthEast,Steven,Sherman Williams,RVY Item,6236.36,7086.77
1031,5/9/2005,NorthEast,Jeri,McLendon's Hardware,ZAP Item,2723.95,4696.46
1032,5/9/2005,NorthEast,Jon,Google,TOB Item,1858.34,4321.73
1033,5/9/2005,NorthEast,Jon,ExcelIsVeryFun.com,DBA Item,810.83,1192.39
1034,5/8/2005,NorthEast,Jon,Home Depot,UHI Item,4109.13,9556.12
1035,5/6/2005,NorthEast,Luke,Whole Foods,SVF Item,3437.81,3676.8
1036,5/4/2005,NorthEast,Luke,Office Depot,RUJ Item,2880.66,7785.56
1037,5/4/2005,NorthEast,Jeri,Solar and Wind Inc.,LII Item,2339.48,2658.5
1038,5/4/2005,NorthEast,Jeri,Nature Company,WVD Item,1018.35,1851.54
1039,5/4/2005,NorthEast,Troung,Yahoo,NLI Item,424.68,772.15
1040,5/3/2005,NorthEast,Steven,Google,XFG Item,1675.51,3046.38
1041,5/3/2005,NorthEast,Sheliadawn,Solar and Wind Inc.,IIH Item,531.59,781.75
1042,5/2/2005,NorthEast,Rhonda,Home Depot,EAR Item,4384.42,9743.15
1043,4/30/2005,NorthEast,Luke,Solar and Wind Inc.,HJD Item,5032.56,5382.42
1044,4/29/2005,NorthEast,Luke,Solar and Wind Inc.,SYA Item,2646.46,6154.56
1045,4/29/2005,NorthEast,Chin,Home Depot,GKA Item,2259.79,3830.15
1046,4/28/2005,NorthEast,Sheliadawn,Office Depot,QKB Item,3493.05,8123.38
1047,4/26/2005,NorthEast,Chin,Solar and Wind Inc.,EVO Item,1101.85,1469.13
1048,4/25/2005,NorthEast,Troung,Peet's Coffee,QVT Item,3392.06,6167.39
1049,4/25/2005,NorthEast,Rhonda,Home Depot,UHI Item,2700.31,3971.04
1050,4/23/2005,NorthEast,Rhonda,Home Depot,ZQR Item,3671.85,9923.93
1051,4/23/2005,NorthEast,Luke,Amazon.com,XQQ Item,406.71,739.47
1052,4/22/2005,NorthEast,Steven,Solar and Wind Inc.,WYF Item,3210.66,7466.65
1053,4/22/2005,NorthEast,Sheliadawn,Peet's Coffee,XRC Item,275.7,405.44
1054,4/20/2005,NorthEast,Luke,ExcelIsVeryFun.com,HAK Item,640.66,1085.87
1055,4/19/2005,NorthEast,Jon,Peet's Coffee,CLP Item,231.83,399.7
1056,4/17/2005,NorthEast,Jeri,Google,WBL Item,4714.63,7990.9
1057,4/15/2005,NorthEast,Troung,Nature Company,YCM Item,2393.19,2719.53
1058,4/14/2005,NorthEast,Luke,Nature Company,OBJ Item,7994.14,8549.88
1059,4/12/2005,NorthEast,Jon,Home Depot,MQP Item,4296.41,7407.61
1060,4/12/2005,NorthEast,Jeri,Whole Foods,KLB Item,2522.29,5865.79
1061,4/8/2005,NorthEast,Jon,McLendon's Hardware,UTU Item,311.57,415.43
1062,4/6/2005,NorthEast,Rhonda,McLendon's Hardware,RUD Item,7375.16,7887.87
1063,4/5/2005,NorthEast,Chin,Nature Company,HLL Item,4007.99,4554.53
1064,4/5/2005,NorthEast,Steven,Peet's Coffee,OLS Item,789.07,896.67
1065,4/3/2005,NorthEast,Rhonda,Whole Foods,OWA Item,7959.19,9044.53
1066,4/3/2005,NorthEast,Sheliadawn,Amazon.com,AIZ Item,219.08,322.18
1067,4/2/2005,NorthEast,Chin,McLendon's Hardware,AHZ Item,3064.09,8281.32
1068,3/31/2005,NorthEast,Troung,Amazon.com,VUJ Item,1762.24,4098.23
1069,3/28/2005,NorthEast,Luke,Amazon.com,OAA Item,2294.36,2453.86
1070,3/27/2005,NorthEast,Luke,ExcelIsVeryFun.com,LVK Item,4901.71,8307.98
1071,3/26/2005,NorthEast,Chin,Nature Company,GRX Item,6043.74,8058.32
1072,3/26/2005,NorthEast,Jeri,The Economist,JLN Item,1857.31,3202.25
1073,3/25/2005,NorthEast,Sheliadawn,Solar and Wind Inc.,WAS Item,3382.69,4974.55
1074,3/23/2005,NorthEast,Jeri,Costco,OZO Item,7978.4,8533.05
1075,3/23/2005,NorthEast,Steven,ExcelIsVeryFun.com,BBM Item,522.45,558.77
1076,3/22/2005,NorthEast,Rhonda,Office Depot,OOC Item,4231.23,7295.22
1077,3/22/2005,NorthEast,Rhonda,Whole Foods,ZUU Item,1371.71,2324.93
1078,3/21/2005,NorthEast,Sheliadawn,McLendon's Hardware,IYR Item,4189.14,9742.19
1079,3/21/2005,NorthEast,Luke,McLendon's Hardware,BFH Item,260.96,579.92
1080,3/19/2005,NorthEast,Rhonda,Google,ELH Item,1911.28,2548.37
1081,3/18/2005,NorthEast,Jon,Google,AAY Item,6938.77,7421.14
1082,3/18/2005,NorthEast,Rhonda,Peet's Coffee,WOU Item,2600.96,2781.78
1083,3/17/2005,NorthEast,Chin,Costco,YWP Item,558.25,1298.25
1084,3/16/2005,NorthEast,Sheliadawn,The Economist,RYS Item,4446.21,4755.3
1085,3/15/2005,NorthEast,Troung,ExcelIsVeryFun.com,ARY Item,3489.72,9431.67
1086,3/15/2005,NorthEast,Luke,ExcelIsVeryFun.com,KMV Item,5708.71,8395.16
1087,3/15/2005,NorthEast,Chin,Amazon.com,KEI Item,3491.87,8120.63
1088,3/14/2005,NorthEast,Steven,Nature Company,AHM Item,5525.39,9526.53
1089,3/14/2005,NorthEast,Chin,McLendon's Hardware,DJY Item,3411.82,3649.0
1090,3/11/2005,NorthEast,Rhonda,ExcelIsVeryFun.com,OTS Item,6724.15,7641.08
1091,3/11/2005,NorthEast,Troung,Amazon.com,CNH Item,4467.84,6570.35
1092,3/6/2005,NorthEast,Rhonda,Whole Foods,ENM Item,2567.09,5704.65
1093,3/1/2005,NorthEast,Chin,Home Depot,AUW Item,2741.96,6093.24
1094,3/1/2005,NorthEast,Jon,Google,DNC Item,2122.84,4936.84
1095,3/1/2005,NorthEast,Steven,Nature Company,KHQ Item,1679.89,4540.25
1096,2/27/2005,NorthEast,Troung,Costco,ASI Item,5257.49,5974.42
1097,2/27/2005,NorthEast,Luke,Office Depot,YLV Item,582.68,1355.08
1098,2/25/2005,NorthEast,Chin,Sherman Williams,UJX Item,4688.19,8083.09
1099,2/25/2005,NorthEast,Rhonda,Home Depot,FLZ Item,1515.24,4095.25
1100,2/25/2005,NorthEast,Sheliadawn,Office Depot,JNE Item,2947.35,3152.25
1101,2/24/2005,NorthEast,Troung,Whole Foods,QIX Item,1958.97,3377.53
1102,2/23/2005,NorthEast,Troung,The Economist,NUQ Item,5808.62,8542.09
1103,2/19/2005,NorthEast,Chin,Peet's Coffee,TRK Item,3523.01,9521.65
1104,2/18/2005,NorthEast,Jon,Solar and Wind Inc.,UCC Item,2549.88,5666.41
1105,2/17/2005,NorthEast,Jon,Solar and Wind Inc.,LVN Item,2045.51,3466.97
1106,2/17/2005,NorthEast,Jeri,Solar and Wind Inc.,JLY Item,729.14,1695.67
1107,2/16/2005,NorthEast,Sheliadawn,Sherman Williams,JZO Item,6575.61,8767.48
1108,2/16/2005,NorthEast,Troung,Home Depot,BSV Item,5085.13,8618.86
1109,2/16/2005,NorthEast,Chin,Solar and Wind Inc.,YHW Item,2235.23,2540.03
1110,2/15/2005,NorthEast,Chin,ExcelIsVeryFun.com,BAR Item,5537.94,9386.34
1111,2/10/2005,NorthEast,Sheliadawn,Costco,ISU Item,2590.35,2943.58
1112,2/8/2005,NorthEast,Rhonda,ExcelIsVeryFun.com,IGI Item,6764.53,7234.79
1113,2/8/2005,NorthEast,Steven,Costco,IWJ Item,2180.04,2477.32
1114,2/4/2005,NorthEast,Rhonda,Home Depot,GBI Item,2044.8,3007.06
1115,2/1/2005,NorthEast,Steven,The Economist,WPY Item,5841.01,8589.72
1116,1/31/2005,NorthEast,Rhonda,Nature Company,WPR Item,3331.05,4898.6
1117,1/30/2005,NorthEast,Rhonda,Nature Company,DBT Item,5989.48,6806.23
1118,1/29/2005,NorthEast,Troung,McLendon's Hardware,LJN Item,5831.52,9883.93
1119,1/28/2005,NorthEast,Steven,Solar and Wind Inc.,SMX Item,4035.88,6958.42
1120,1/27/2005,NorthEast,Luke,Nature Company,LTK Item,4695.75,6905.51
1121,1/27/2005,NorthEast,Jon,McLendon's Hardware,IUJ Item,4856.3,5193.9
1122,1/24/2005,NorthEast,Troung,Office Depot,FZY Item,331.15,895.01
1123,1/23/2005,NorthEast,Troung,Google,SHF Item,1700.54,1932.43
1124,1/22/2005,NorthEast,Jeri,The Economist,ZXI Item,2033.15,4728.26
1125,1/21/2005,NorthEast,Rhonda,Office Depot,NSA Item,1476.29,3989.97
1126,1/18/2005,NorthEast,Luke,Amazon.com,TQL Item,3657.28,9884.55
1127,1/18/2005,NorthEast,Troung,McLendon's Hardware,ZDE Item,404.3,539.07
1128,1/14/2005,NorthEast,Chin,Peet's Coffee,XNY Item,2876.21,6688.86
1129,1/14/2005,NorthEast,Luke,Amazon.com,TYX Item,2206.51,5963.54
1130,1/14/2005,NorthEast,Troung,The Economist,LQV Item,3241.42,3466.76
1131,1/13/2005,NorthEast,Chin,Sherman Williams,ACE Item,2235.21,2980.28
1132,1/12/2005,NorthEast,Sheliadawn,Yahoo,ONK Item,2647.84,5884.09
1133,1/11/2005,NorthEast,Chin,The Economist,XHT Item,6171.5,8228.66
1134,1/11/2005,NorthEast,Sheliadawn,Nature Company,PBH Item,5217.19,5928.62
1135,1/10/2005,NorthEast,Sheliadawn,Google,HEU Item,4120.44,6983.79
1136,1/7/2005,NorthEast,Troung,Yahoo,ZBJ Item,2851.18,6335.95
1137,1/6/2005,NorthEast,Rhonda,Peet's Coffee,CIU Item,3370.99,6129.08
1138,1/5/2005,NorthEast,Troung,Costco,THD Item,568.01,1320.96
1139,1/5/2005,NorthEast,Rhonda,Home Depot,QIF Item,219.01,322.07
1140,1/4/2005,NorthEast,Luke,Amazon.com,MQU Item,3692.12,8586.32
1141,1/2/2005,NorthEast,Luke,Google,TRD Item,1373.68,2020.12
1142,12/31/2004,NorthEast,Steven,Yahoo,WPE Item,5394.15,9300.25
1143,12/30/2004,NorthEast,Jeri,ExcelIsVeryFun.com,DBH Item,4139.76,7526.83
1144,12/30/2004,NorthEast,Jon,McLendon's Hardware,ACP Item,2150.97,5002.25
1145,12/30/2004,NorthEast,Sheliadawn,Sherman Williams,PVA Item,1309.4,1745.87
1146,12/29/2004,NorthEast,Sheliadawn,Google,FYV Item,4204.5,9777.9
1147,12/29/2004,NorthEast,Steven,Amazon.com,FVR Item,3325.68,7390.39
1148,12/28/2004,NorthEast,Chin,Yahoo,JXK Item,3621.75,9788.51
1149,12/27/2004,NorthEast,Sheliadawn,Home Depot,XYL Item,4638.92,6821.94
1150,12/25/2004,NorthEast,Jeri,The Economist,WLY Item,2281.63,6166.57
1151,12/25/2004,NorthEast,Steven,Yahoo,IJX Item,2636.73,5859.41
1152,12/24/2004,NorthEast,Chin,The Economist,BFQ Item,435.4,1012.56
1153,12/24/2004,NorthEast,Jon,Sherman Williams,DES Item,322.38,555.82
1154,12/23/2004,NorthEast,Steven,Yahoo,LGZ Item,4064.72,7390.4
1155,12/22/2004,NorthEast,Chin,McLendon's Hardware,QKI Item,3654.44,4152.77
1156,12/21/2004,NorthEast,Sheliadawn,Solar and Wind Inc.,HQD Item,1246.31,2266.01
1157,12/19/2004,NorthEast,Steven,McLendon's Hardware,NNT Item,5867.66,9945.18
1158,12/19/2004,NorthEast,Rhonda,Sherman Williams,MCE Item,3906.02,8680.05
1159,12/19/2004,NorthEast,Jon,Home Depot,QZJ Item,766.9,1322.24
1160,12/18/2004,NorthEast,Jon,Home Depot,XQE Item,2692.71,7277.59
1161,12/18/2004,NorthEast,Jeri,Google,NBZ Item,1826.62,3149.34
1162,12/17/2004,NorthEast,Jeri,Yahoo,ICX Item,4085.49,9078.87
1163,12/16/2004,NorthEast,Chin,Solar and Wind Inc.,KST Item,1232.27,1643.02
1164,12/15/2004,NorthEast,Sheliadawn,The Economist,CNK Item,1838.23,4274.96
1165,12/14/2004,NorthEast,Jeri,Peet's Coffee,FXF Item,6245.37,9184.37
1166,12/14/2004,NorthEast,Jeri,Office Depot,HOQ Item,5300.66,5669.16
1167,12/13/2004,NorthEast,Jeri,The Economist,YDO Item,3371.73,6130.41
1168,12/11/2004,NorthEast,Rhonda,Whole Foods,NEU Item,4424.62,4732.21
1169,12/9/2004,NorthEast,Steven,McLendon's Hardware,BDM Item,1918.2,3251.18
1170,12/7/2004,NorthEast,Sheliadawn,Sherman Williams,JGF Item,2845.9,4823.56
1171,12/7/2004,NorthEast,Chin,McLendon's Hardware,GIH Item,4485.44,4797.26
1172,12/6/2004,NorthEast,Rhonda,Costco,ZBH Item,31.75,46.69
1173,12/5/2004,NorthEast,Rhonda,ExcelIsVeryFun.com,VMX Item,2498.99,3331.98
1174,11/30/2004,NorthEast,Sheliadawn,Yahoo,UMJ Item,6499.44,6951.27
1175,11/29/2004,NorthEast,Steven,Home Depot,SIW Item,2962.62,5107.96
1176,11/27/2004,NorthEast,Chin,Sherman Williams,ODY Item,4085.26,4369.26
1177,11/26/2004,NorthEast,Sheliadawn,Office Depot,PAR Item,3950.35,4489.03
1178,11/25/2004,NorthEast,Jeri,Peet's Coffee,MIP Item,3066.81,8288.67
1179,11/24/2004,NorthEast,Steven,Amazon.com,YJF Item,3068.4,5290.34
1180,11/24/2004,NorthEast,Steven,Peet's Coffee,HVN Item,2266.07,4120.13
1181,11/24/2004,NorthEast,Troung,Nature Company,HYT Item,2308.66,3980.45
1182,11/22/2004,NorthEast,Rhonda,The Economist,FFT Item,7012.77,7500.29
1183,11/21/2004,NorthEast,Sheliadawn,Whole Foods,OXF Item,2500.83,6759.0
1184,11/21/2004,NorthEast,Jeri,Nature Company,PVQ Item,3386.79,6157.8
1185,11/19/2004,NorthEast,Luke,Solar and Wind Inc.,ONA Item,1795.57,4852.9
1186,11/14/2004,NorthEast,Steven,Whole Foods,TZJ Item,28.54,48.37
1187,11/12/2004,NorthEast,Jeri,Amazon.com,TWG Item,6395.68,8527.57
1188,11/10/2004,NorthEast,Rhonda,Solar and Wind Inc.,QVV Item,335.88,781.12
1189,11/7/2004,NorthEast,Chin,Yahoo,PUJ Item,3407.48,6195.41
1190,11/6/2004,NorthEast,Luke,Nature Company,BCD Item,563.56,1024.66
1191,11/4/2004,NorthEast,Chin,Costco,ZRS Item,8100.62,9205.25
1192,11/3/2004,NorthEast,Troung,Google,WVO Item,1971.55,2628.73
1193,11/3/2004,NorthEast,Jeri,Yahoo,LUR Item,462.1,679.56
1194,11/1/2004,NorthEast,Jeri,Amazon.com,EAJ Item,3679.82,9945.47
1195,11/1/2004,NorthEast,Sheliadawn,Home Depot,XIA Item,1283.51,1372.74
1196,10/31/2004,NorthEast,Steven,Whole Foods,ZCL Item,4549.04,7710.23
1197,10/31/2004,NorthEast,Rhonda,Amazon.com,YZE Item,3592.01,6530.92
1198,10/31/2004,NorthEast,Jeri,Whole Foods,YYC Item,3871.1,5161.46
1199,10/30/2004,NorthEast,Chin,Sherman Williams,OJK Item,4481.14,9958.09
1200,10/30/2004,NorthEast,Rhonda,Solar and Wind Inc.,MXH Item,5628.18,9539.28
1201,10/30/2004,NorthEast,Jeri,Office Depot,GRM Item,1438.47,1634.63
1202,10/28/2004,NorthEast,Chin,Peet's Coffee,YOD Item,1701.03,1819.28
1203,10/26/2004,NorthEast,Rhonda,ExcelIsVeryFun.com,ZAH Item,5841.59,6638.17
1204,10/26/2004,NorthEast,Rhonda,The Economist,LHW Item,2137.29,3622.53
1205,10/24/2004,NorthEast,Sheliadawn,Sherman Williams,HMW Item,5011.17,7369.37
1206,10/24/2004,NorthEast,Chin,Google,RPV Item,1515.56,2613.03
1207,10/23/2004,NorthEast,Sheliadawn,ExcelIsVeryFun.com,SZD Item,1719.22,2528.26
1208,10/23/2004,NorthEast,Steven,Whole Foods,GHZ Item,564.32,1026.04
1209,10/20/2004,NorthEast,Troung,Office Depot,VLP Item,6882.57,7821.1
1210,10/20/2004,NorthEast,Chin,Costco,GPC Item,3183.98,7404.6
1211,10/19/2004,NorthEast,Troung,ExcelIsVeryFun.com,ECV Item,3251.11,5911.1
1212,10/17/2004,NorthEast,Rhonda,Google,ZCV Item,3852.91,4120.76
1213,10/16/2004,NorthEast,Luke,Home Depot,OBL Item,3394.8,7544.01
1214,10/15/2004,NorthEast,Chin,Amazon.com,YPH Item,2648.96,3531.95
1215,10/15/2004,NorthEast,Jon,Google,WCE Item,353.83,599.72
1216,10/14/2004,NorthEast,Troung,Nature Company,TIN Item,4442.57,5048.38
1217,10/13/2004,NorthEast,Sheliadawn,Sherman Williams,GJP Item,1801.06,2648.62
1218,10/12/2004,NorthEast,Chin,Amazon.com,FWK Item,7133.75,9511.66
1219,10/11/2004,NorthEast,Sheliadawn,Amazon.com,LSP Item,1496.81,3326.25
1220,10/10/2004,NorthEast,Luke,Whole Foods,NCR Item,6162.92,8217.22
1221,10/9/2004,NorthEast,Steven,Yahoo,DKM Item,5385.81,7181.08
1222,10/9/2004,NorthEast,Steven,Peet's Coffee,GPJ Item,1935.61,3519.29
1223,10/9/2004,NorthEast,Steven,Google,NVR Item,1742.93,2323.9
1224,10/7/2004,NorthEast,Sheliadawn,Solar and Wind Inc.,SNB Item,5417.68,9340.83
1225,10/7/2004,NorthEast,Rhonda,Home Depot,NSZ Item,3454.68,9336.97
1226,10/7/2004,NorthEast,Troung,Yahoo,XLN Item,1155.08,3121.84
1227,10/6/2004,NorthEast,Rhonda,Peet's Coffee,LVG Item,3671.58,6330.31
1228,10/5/2004,NorthEast,Chin,Home Depot,PFM Item,851.53,1135.37
1229,10/4/2004,NorthEast,Rhonda,Sherman Williams,WWU Item,3946.73,5262.3
1230,10/3/2004,NorthEast,Sheliadawn,Peet's Coffee,NRZ Item,387.57,656.9
1231,9/29/2004,NorthEast,Steven,Peet's Coffee,NMF Item,4854.4,8369.66
1232,9/29/2004,NorthEast,Jon,Amazon.com,SBM Item,2626.73,3862.84
1233,9/28/2004,NorthEast,Rhonda,Costco,AJA Item,1582.75,2327.57
1234,9/24/2004,NorthEast,Rhonda,Solar and Wind Inc.,DEJ Item,756.89,860.1
1235,9/23/2004,NorthEast,Sheliadawn,Costco,PEB Item,4089.39,9510.2
1236,9/23/2004,NorthEast,Jeri,Yahoo,JKT Item,1559.5,3626.74
1237,9/21/2004,NorthEast,Troung,McLendon's Hardware,MBX Item,2177.01,5883.8
1238,9/20/2004,NorthEast,Luke,Sherman Williams,DWZ Item,6055.18,6880.89
1239,9/20/2004,NorthEast,Sheliadawn,Yahoo,FZD Item,2081.29,2775.05
1240,9/19/2004,NorthEast,Sheliadawn,Google,FIL Item,2145.61,2438.19
1241,9/18/2004,NorthEast,Jeri,The Economist,IUY Item,50.73,74.6
1242,9/17/2004,NorthEast,Jeri,Solar and Wind Inc.,GTR Item,2852.17,5185.76
1243,9/16/2004,NorthEast,Troung,Yahoo,SZX Item,2182.2,2333.9
1244,9/15/2004,NorthEast,Jon,ExcelIsVeryFun.com,TNX Item,2600.49,7028.34
1245,9/14/2004,NorthEast,Sheliadawn,Office Depot,GOZ Item,3229.12,3453.6
1246,9/12/2004,NorthEast,Steven,ExcelIsVeryFun.com,IYF Item,1467.44,1569.45
1247,9/10/2004,NorthEast,Steven,Peet's Coffee,NLH Item,6481.88,8642.5
1248,9/10/2004,NorthEast,Sheliadawn,Peet's Coffee,KLA Item,2996.14,3994.85
1249,9/10/2004,NorthEast,Rhonda,Solar and Wind Inc.,ALR Item,1017.93,1088.69
1250,9/9/2004,NorthEast,Jon,Sherman Williams,LUR Item,9317.97,9965.74
1251,9/8/2004,NorthEast,Troung,ExcelIsVeryFun.com,PHH Item,1907.56,4436.18
1252,9/8/2004,NorthEast,Rhonda,Yahoo,RMU Item,422.72,768.59
1253,9/7/2004,NorthEast,Jon,Home Depot,MDN Item,1465.88,3257.5
1254,9/7/2004,NorthEast,Steven,Nature Company,GYK Item,1864.67,2742.16
1255,9/6/2004,NorthEast,Chin,Google,XGP Item,4774.72,8681.31
1256,9/6/2004,NorthEast,Jon,Amazon.com,JHF Item,1823.28,3090.3
1257,9/5/2004,NorthEast,Steven,Amazon.com,OXX Item,3313.27,6024.13
1258,9/4/2004,NorthEast,Sheliadawn,Google,MLA Item,5842.08,6638.73
1259,9/2/2004,NorthEast,Steven,Amazon.com,YLF Item,3719.64,4226.86
1260,9/1/2004,NorthEast,Troung,Home Depot,JJX Item,5018.37,7379.96
1261,9/1/2004,NorthEast,Rhonda,Office Depot,NOD Item,425.44,455.02
1262,8/30/2004,NorthEast,Chin,Sherman Williams,GBM Item,3131.61,7282.82
1263,8/30/2004,NorthEast,Troung,Yahoo,CHZ Item,3366.82,6121.49
1264,8/29/2004,NorthEast,Steven,McLendon's Hardware,VDD Item,3729.2,4972.27
1265,8/28/2004,NorthEast,Steven,Sherman Williams,ZKF Item,3543.25,9576.36
1266,8/28/2004,NorthEast,Luke,Solar and Wind Inc.,JZM Item,7898.92,8976.04
1267,8/27/2004,NorthEast,Chin,The Economist,VBF Item,1441.14,2442.61
1268,8/26/2004,NorthEast,Jeri,Solar and Wind Inc.,BWQ Item,3879.26,4148.94
1269,8/22/2004,NorthEast,Troung,Office Depot,KVH Item,3539.22,9565.45
1270,8/20/2004,NorthEast,Sheliadawn,Costco,KLP Item,2734.87,4635.38
1271,8/18/2004,NorthEast,Steven,Whole Foods,VYM Item,2420.96,6543.14
1272,8/18/2004,NorthEast,Rhonda,Costco,VCN Item,2991.77,3989.02
1273,8/17/2004,NorthEast,Jon,Yahoo,CTU Item,3740.28,4987.04
1274,8/17/2004,NorthEast,Troung,ExcelIsVeryFun.com,FWM Item,301.34,401.78
1275,8/16/2004,NorthEast,Steven,Google,NNF Item,4345.56,5794.08
1276,8/16/2004,NorthEast,Jeri,Peet's Coffee,DOR Item,5014.36,5698.14
1277,8/13/2004,NorthEast,Troung,Yahoo,WYM Item,2791.89,7545.64
1278,8/13/2004,NorthEast,Jeri,The Economist,UDT Item,425.3,733.28
1279,8/11/2004,NorthEast,Steven,Office Depot,VJU Item,4044.87,7354.31
1280,8/11/2004,NorthEast,Sheliadawn,ExcelIsVeryFun.com,LMR Item,326.78,883.18
1281,8/10/2004,NorthEast,Jeri,Home Depot,YQI Item,5710.99,9846.53
1282,8/10/2004,NorthEast,Sheliadawn,Peet's Coffee,WWQ Item,169.15,307.55
1283,8/5/2004,NorthEast,Sheliadawn,The Economist,STZ Item,3793.53,8822.16
1284,8/4/2004,NorthEast,Steven,Nature Company,HQT Item,839.19,1864.86
1285,8/3/2004,NorthEast,Sheliadawn,Solar and Wind Inc.,MMS Item,8930.01,9550.81
1286,8/1/2004,NorthEast,Luke,Yahoo,MOQ Item,4595.21,8354.92
1287,8/1/2004,NorthEast,Sheliadawn,ExcelIsVeryFun.com,JFF Item,3565.93,8292.86
1288,8/1/2004,NorthEast,Luke,ExcelIsVeryFun.com,FQM Item,5948.06,7930.74
1289,8/1/2004,NorthEast,Jon,Google,EHC Item,534.58,906.06
1290,7/31/2004,NorthEast,Jon,Home Depot,GFM Item,6526.04,7415.96
1291,7/31/2004,NorthEast,Troung,Sherman Williams,TPW Item,2830.67,4797.75
1292,7/31/2004,NorthEast,Steven,Nature Company,MIR Item,962.92,1750.77
1293,7/29/2004,NorthEast,Sheliadawn,Nature Company,DQA Item,3961.17,6713.84
1294,7/28/2004,NorthEast,Jon,Solar and Wind Inc.,OPA Item,4020.66,8934.8
1295,7/27/2004,NorthEast,Troung,Google,MXD Item,7078.85,7570.96
1296,7/27/2004,NorthEast,Rhonda,Solar and Wind Inc.,YPH Item,245.5,663.52
1297,7/25/2004,NorthEast,Troung,Amazon.com,MYN Item,4488.71,9974.92
1298,7/24/2004,NorthEast,Steven,Whole Foods,IIA Item,660.76,881.01
1299,7/22/2004,NorthEast,Sheliadawn,The Economist,XIW Item,3116.74,7248.24
1300,7/22/2004,NorthEast,Jeri,The Economist,KSG Item,649.5,1180.91
1301,7/21/2004,NorthEast,Sheliadawn,Amazon.com,QRA Item,6587.7,8783.6
1302,7/18/2004,NorthEast,Luke,Office Depot,WCT Item,5438.64,9888.43
1303,7/17/2004,NorthEast,Sheliadawn,The Economist,BDO Item,5456.0,9247.46
1304,7/17/2004,NorthEast,Jon,Office Depot,JYF Item,1210.34,1613.79
1305,7/17/2004,NorthEast,Jon,Nature Company,GLH Item,782.73,1423.15
1306,7/16/2004,NorthEast,Rhonda,Nature Company,ESJ Item,5269.95,9581.72
1307,7/15/2004,NorthEast,Jon,Google,DMP Item,5481.29,9965.99
1308,7/14/2004,NorthEast,Jeri,Peet's Coffee,YID Item,1143.35,1971.29
1309,7/13/2004,NorthEast,Steven,Home Depot,FYP Item,690.33,1190.23
1310,7/9/2004,NorthEast,Troung,Home Depot,MGK Item,3034.39,8201.05
1311,7/9/2004,NorthEast,Sheliadawn,ExcelIsVeryFun.com,FWA Item,3273.27,3719.62
1312,7/5/2004,NorthEast,Steven,Office Depot,GDN Item,746.3,1356.9
1313,7/4/2004,NorthEast,Steven,Solar and Wind Inc.,LWM Item,8787.63,9985.94
1314,7/3/2004,NorthEast,Chin,ExcelIsVeryFun.com,UTE Item,3140.92,5710.77
1315,7/3/2004,NorthEast,Sheliadawn,The Economist,HFM Item,1160.91,2579.81
1316,7/2/2004,NorthEast,Jon,Sherman Williams,OYO Item,836.18,1520.32
1317,7/1/2004,NorthEast,Luke,ExcelIsVeryFun.com,UTO Item,2656.34,4502.27
1318,7/1/2004,NorthEast,Troung,McLendon's Hardware,BJI Item,105.4,284.87
1319,6/30/2004,NorthEast,Chin,The Economist,NQA Item,2705.61,4919.29
1320,6/30/2004,NorthEast,Chin,Whole Foods,TYL Item,1223.12,2844.46
1321,6/28/2004,NorthEast,Troung,McLendon's Hardware,VNZ Item,2043.56,4752.46
1322,6/26/2004,NorthEast,Jeri,Amazon.com,AHN Item,5927.72,6736.05
1323,6/26/2004,NorthEast,Troung,Yahoo,BRH Item,3712.22,6291.89
1324,6/25/2004,NorthEast,Chin,Peet's Coffee,BJA Item,2357.43,2521.32
